 ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ 
|                          Encoder statistics. This file is generated during first encoding session, new sessions will be appended                                                                                                                                                                                 |
 ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ 
|     ver     | Date  | Time  |               Sequence                 | #Img |P/MbInt| QPI| QPP| QPB| Format  |Iperiod| #B | FMES | Hdmd | S.R |#Ref | Freq |Coding|RD-opt|Intra upd|8x8Tr| SNRY 1| SNRU 1| SNRV 1| SNRY N| SNRU N| SNRV N|#Bitr I|#Bitr P|#Bitr B|#Bitr IPB|     Total Time   |      Me Time     |
| 19.0/(FRExt)| 06/18 | 23:09 |/JM各种版本/JM/bin/foreman_part_qcif.yuv|    3 |  0/0  | 28 | 28 | 24 | 176x144 |    0  |  0 |  FFS |  022 |  32 |  5  | 30.00| CAVLC|   1  |   OFF   |  0  | 37.427| 41.282| 42.818| 37.009| 41.016| 42.675| 219840| 120800|      0|   342320|           3506   |           3211   |
| 19.0/(FRExt)| 06/18 | 23:11 |/JM各种版本/JM/bin/foreman_part_qcif.yuv|    3 |  0/0  | 28 | 28 | 24 | 176x144 |    0  |  0 |  FFS |  022 |  32 |  5  | 30.00| CAVLC|   1  |   OFF   |  0  | 92.170| 86.149| 86.149| 57.021| 59.512| 59.611|3064640| 116480|      0|  3182800|           3368   |           3203   |
| 19.0/(FRExt)| 06/18 | 23:22 |/JM各种版本/JM/bin/foreman_part_qcif.yuv|    3 |  0/0  | 28 | 28 | 24 | 176x144 |    0  |  0 |  FFS |  022 |  32 |  5  | 30.00| CAVLC|   1  |   OFF   |  0  | 37.427| 41.282| 42.818| 37.009| 41.016| 42.675| 219840| 120800|      0|   342320|           3318   |           3042   |
| 19.0/(FRExt)| 06/18 | 23:29 |/JM各种版本/JM/bin/foreman_part_qcif.yuv|    3 |  0/0  | 28 | 28 | 24 | 176x144 |    0  |  0 |  FFS |  022 |  32 |  5  | 30.00| CAVLC|   1  |   OFF   |  0  | 37.427| 41.282| 42.818| 37.009| 41.016| 42.675| 219840| 120800|      0|   342320|           3343   |           3049   |
| 19.0/(FRExt)| 06/18 | 23:30 |/JM各种版本/JM/bin/foreman_part_qcif.yuv|    3 |  0/0  | 28 | 28 | 24 | 176x144 |    0  |  0 |  FFS |  022 |  32 |  5  | 30.00| CAVLC|   1  |   OFF   |  0  | 37.427| 41.282| 42.818| 37.009| 41.016| 42.675| 219840| 120800|      0|   342320|           3355   |           3051   |
| 19.0/(FRExt)| 06/18 | 23:31 |/JM各种版本/JM/bin/foreman_part_qcif.yuv|    3 |  0/0  | 28 | 28 | 24 | 176x144 |    0  |  0 |  FFS |  022 |  32 |  5  | 30.00| CAVLC|   1  |   OFF   |  0  | 37.427| 41.282| 42.818| 37.009| 41.016| 42.675| 219840| 120800|      0|   342320|           3438   |           3174   |
| 19.0/(FRExt)| 06/18 | 23:32 |/JM各种版本/JM/bin/foreman_part_qcif.yuv|    3 |  0/0  | 28 | 28 | 24 | 176x144 |    0  |  0 |  FFS |  022 |  32 |  5  | 30.00| CAVLC|   1  |   OFF   |  0  | 37.427| 41.282| 42.818| 37.009| 41.016| 42.675| 219840| 120800|      0|   342320|           3364   |           3095   |
| 19.0/(FRExt)| 06/18 | 23:36 |/JM各种版本/JM/bin/foreman_part_qcif.yuv|    3 |  0/0  | 28 | 28 | 24 | 176x144 |    0  |  0 |  FFS |  022 |  32 |  5  | 30.00| CAVLC|   1  |   OFF   |  0  | 37.427| 41.282| 42.818| 37.009| 41.016| 42.675| 219840| 120800|      0|   342320|           3411   |           3098   |
| 19.0/(FRExt)| 06/19 | 09:12 |/JM各种版本/JM/bin/foreman_part_qcif.yuv|    3 |  0/0  | 28 | 28 | 24 | 176x144 |    0  |  0 |  FFS |  022 |  32 |  5  | 30.00| CAVLC|   1  |   OFF   |  0  | 37.427| 41.282| 42.818| 37.009| 41.016| 42.675| 219840| 120800|      0|   342320|           3256   |           3023   |
| 19.0/(FRExt)| 06/19 | 09:13 |/JM各种版本/JM/bin/foreman_part_qcif.yuv|    3 |  0/0  | 28 | 28 | 24 | 176x144 |    0  |  0 |  FFS |  022 |  32 |  5  | 30.00| CAVLC|   1  |   OFF   |  0  | 37.427| 41.282| 42.818| 37.009| 41.016| 42.675| 219840| 120800|      0|   342320|           3331   |           3090   |
| 19.0/(FRExt)| 06/19 | 09:14 |/JM各种版本/JM/bin/foreman_part_qcif.yuv|    3 |  0/0  | 28 | 28 | 24 | 176x144 |    0  |  0 |  FFS |  022 |  32 |  5  | 30.00| CAVLC|   1  |   OFF   |  0  | 37.427| 41.282| 42.818| 37.009| 41.016| 42.675| 219840| 120800|      0|   342320|           3257   |           3023   |
| 19.0/(FRExt)| 06/19 | 09:15 |/JM各种版本/JM/bin/foreman_part_qcif.yuv|    3 |  0/0  | 28 | 28 | 24 | 176x144 |    0  |  0 |  FFS |  022 |  32 |  5  | 30.00| CAVLC|   1  |   OFF   |  0  | 37.427| 41.282| 42.818| 37.009| 41.016| 42.675| 219840| 120800|      0|   342320|           3249   |           3012   |
| 19.0/(FRExt)| 06/19 | 09:16 |/JM各种版本/JM/bin/foreman_part_qcif.yuv|    3 |  0/0  | 28 | 28 | 24 | 176x144 |    0  |  0 |  FFS |  022 |  32 |  5  | 30.00| CAVLC|   1  |   OFF   |  0  | 92.170| 86.149| 86.149| 57.021| 59.512| 59.611|3064640| 116480|      0|  3182800|           3132   |           3001   |
| 19.0/(FRExt)| 06/19 | 09:17 |/JM各种版本/JM/bin/foreman_part_qcif.yuv|    3 |  0/0  | 28 | 28 | 24 | 176x144 |    0  |  0 |  FFS |  022 |  32 |  5  | 30.00| CAVLC|   1  |   OFF   |  0  | 92.170| 86.149| 86.149| 57.021| 59.512| 59.611|3064640| 116480|      0|  3182800|           3081   |           2954   |
| 19.0/(FRExt)| 06/19 | 09:19 |/JM各种版本/JM/bin/foreman_part_qcif.yuv|    3 |  0/0  | 28 | 28 | 24 | 176x144 |    0  |  0 |  FFS |  022 |  32 |  5  | 30.00| CAVLC|   1  |   OFF   |  0  | 37.427| 41.282| 42.818| 37.009| 41.016| 42.675| 219840| 120800|      0|   342320|           3260   |           3018   |
| 19.0/(FRExt)| 06/19 | 09:20 |/JM各种版本/JM/bin/foreman_part_qcif.yuv|    3 |  0/0  | 28 | 28 | 24 | 176x144 |    0  |  0 |  FFS |  022 |  32 |  5  | 30.00| CAVLC|   1  |   OFF   |  0  | 37.427| 41.282| 42.818| 37.009| 41.016| 42.675| 219840| 120800|      0|   342320|           3271   |           3034   |
| 19.0/(FRExt)| 06/19 | 09:20 |/JM各种版本/JM/bin/foreman_part_qcif.yuv|    3 |  0/0  | 28 | 28 | 24 | 176x144 |    0  |  0 |  FFS |  022 |  32 |  5  | 30.00| CAVLC|   1  |   OFF   |  0  | 37.427| 41.282| 42.818| 37.009| 41.016| 42.675| 219840| 120800|      0|   342320|           3247   |           3007   |
| 19.0/(FRExt)| 06/19 | 09:21 |/JM各种版本/JM/bin/foreman_part_qcif.yuv|    3 |  0/0  | 28 | 28 | 24 | 176x144 |    0  |  0 |  FFS |  022 |  32 |  5  | 30.00| CAVLC|   1  |   OFF   |  0  | 37.427| 41.282| 42.818| 37.009| 41.016| 42.675| 219840| 120800|      0|   342320|           3249   |           3008   |
| 19.0/(FRExt)| 06/25 | 10:08 |/JM各种版本/JM/bin/foreman_part_qcif.yuv|    3 |  0/0  | 28 | 28 | 24 | 176x144 |    0  |  0 |  FFS |  022 |  32 |  5  | 30.00| CAVLC|   1  |   OFF   |  0  | 37.427| 41.282| 42.818| 37.009| 41.016| 42.675| 219840| 120800|      0|   342320|           3419   |           3148   |
| 19.0/(FRExt)| 06/25 | 10:08 |/JM各种版本/JM/bin/foreman_part_qcif.yuv|    3 |  0/0  | 28 | 28 | 24 | 176x144 |    0  |  0 |  FFS |  022 |  32 |  5  | 30.00| CAVLC|   1  |   OFF   |  0  | 37.427| 41.282| 42.818| 37.009| 41.016| 42.675| 219840| 120800|      0|   342320|           3256   |           3008   |
| 19.0/(FRExt)| 06/25 | 10:34 |/JM各种版本/JM/bin/foreman_part_qcif.yuv|    3 |  0/0  | 28 | 28 | 24 | 176x144 |    0  |  0 |  FFS |  022 |  32 |  5  | 30.00| CAVLC|   1  |   OFF   |  0  | 37.428| 41.282| 42.818| 37.013| 41.048| 42.622| 219120| 120400|      0|   341200|           3530   |           3213   |
| 19.0/(FRExt)| 06/25 | 10:37 |/JM各种版本/JM/bin/foreman_part_qcif.yuv|    3 |  0/0  | 28 | 28 | 24 | 176x144 |    0  |  0 |  FFS |  022 |  32 |  5  | 30.00| CAVLC|   1  |   OFF   |  0  | 37.428| 41.282| 42.818| 37.013| 41.048| 42.622| 219120| 120400|      0|   341200|           3550   |           3216   |
| 19.0/(FRExt)| 06/25 | 10:40 |/JM各种版本/JM/bin/foreman_part_qcif.yuv|    3 |  0/0  | 28 | 28 | 24 | 176x144 |    0  |  0 |  FFS |  022 |  32 |  5  | 30.00| CAVLC|   1  |   OFF   |  0  | 37.432| 41.282| 42.818| 37.019| 41.029| 42.627| 220560| 121600|      0|   343840|           3474   |           3170   |
| 19.0/(FRExt)| 06/25 | 10:47 |/JM各种版本/JM/bin/foreman_part_qcif.yuv|    3 |  0/0  | 28 | 28 | 24 | 176x144 |    0  |  0 |  FFS |  022 |  32 |  5  | 30.00| CAVLC|   1  |   OFF   |  0  | 37.436| 41.282| 42.818| 37.036| 41.025| 42.584| 220160| 121440|      0|   343280|           3444   |           3138   |
| 19.0/(FRExt)| 06/25 | 10:49 |/JM各种版本/JM/bin/foreman_part_qcif.yuv|    3 |  0/0  | 28 | 28 | 24 | 176x144 |    0  |  0 |  FFS |  022 |  32 |  5  | 30.00| CAVLC|   1  |   OFF   |  0  | 37.427| 41.282| 42.818| 37.019| 41.023| 42.625| 219360| 120640|      0|   341680|           3294   |           3027   |
| 19.0/(FRExt)| 06/25 | 10:50 |/JM各种版本/JM/bin/foreman_part_qcif.yuv|    3 |  0/0  | 28 | 28 | 24 | 176x144 |    0  |  0 |  FFS |  022 |  32 |  5  | 30.00| CAVLC|   1  |   OFF   |  0  | 37.427| 41.282| 42.818| 37.019| 41.023| 42.625| 219360| 120640|      0|   341680|           3345   |           3086   |
| 19.0/(FRExt)| 06/25 | 10:55 |/JM各种版本/JM/bin/foreman_part_qcif.yuv|    3 |  0/0  | 28 | 28 | 24 | 176x144 |    0  |  0 |  FFS |  022 |  32 |  5  | 30.00| CAVLC|   1  |   OFF   |  0  | 36.956| 41.282| 42.818| 36.824| 41.081| 42.718| 310240| 127360|      0|   439280|           3326   |           3066   |
| 19.0/(FRExt)| 06/25 | 10:57 |/JM各种版本/JM/bin/foreman_part_qcif.yuv|    3 |  0/0  | 28 | 28 | 24 | 176x144 |    0  |  0 |  FFS |  022 |  32 |  5  | 30.00| CAVLC|   1  |   OFF   |  0  | 37.288| 41.282| 42.818| 36.964| 41.093| 42.678| 279920| 124400|      0|   406000|           4828   |           3254   |
| 19.0/(FRExt)| 06/25 | 11:02 |/JM各种版本/JM/bin/foreman_part_qcif.yuv|    3 |  0/0  | 28 | 28 | 24 | 176x144 |    0  |  0 |  FFS |  022 |  32 |  5  | 30.00| CAVLC|   1  |   OFF   |  0  | 37.399| 41.282| 42.818| 36.976| 41.057| 42.636| 239440| 119600|      0|   360720|           3435   |           3144   |
| 19.0/(FRExt)| 06/25 | 11:05 |/JM各种版本/JM/bin/foreman_part_qcif.yuv|    3 |  0/0  | 28 | 28 | 24 | 176x144 |    0  |  0 |  FFS |  022 |  32 |  5  | 30.00| CAVLC|   1  |   OFF   |  0  | 37.442| 41.282| 42.818| 36.977| 41.090| 42.433| 197360| 116640|      0|   315680|           3528   |           3262   |
| 19.0/(FRExt)| 11/01 | 20:32 |/JM各种版本/JM/bin/foreman_part_qcif.yuv|    3 |  0/0  | 28 | 28 | 24 | 176x144 |    0  |  0 |  FFS |  022 |  32 |  5  | 30.00| CAVLC|   1  |   OFF   |  0  | 37.427| 41.282| 42.818| 37.009| 41.016| 42.675| 219840| 120800|      0|   342320|           3718   |           3389   |
| 19.0/(FRExt)| 11/01 | 20:33 |/JM各种版本/JM/bin/foreman_part_qcif.yuv|    3 |  0/0  | 28 | 28 | 24 | 176x144 |    0  |  0 |  FFS |  022 |  32 |  5  | 30.00| CAVLC|   1  |   OFF   |  0  | 37.427| 41.282| 42.818| 37.009| 41.016| 42.675| 219840| 120800|      0|   342320|           3428   |           3176   |
